title,labels
 Attempts By Trump To Pardon Anyone Indicted By Mueller Could Backfire On Him In A BIG Way,fake
Trump asked Putin if allegations of Russian meddling were true: RIA,real
 Scaramucci TV Appearance Goes Off The Rails As Show Brings Special Guest To Mock Him (VIDEO),fake
 George Takei Just Lasered Trump With Some Perfectly Timed Expert Advice (TWEET),fake
 Trump Is So Embarrassed His Candidate Lost He’s Deleting Tweets And Praying You’ll Forget,fake
" Trump Lashes Out At Puerto Ricans, Calls Them ‘Ingrates’ In Self-Congratulatory Tweets",fake
" Gay GOP Operative Endorses Doug Jones Over ‘Bigoted, Deviant’ Roy Moore In Senate Race (VIDEO)",fake
 WATCH: Trump Brags About Himself And Trump Tower During Remarks At United Nations Headquarters,fake
White House pressures Big Corn to meet on U.S. biofuels policy,real
"Trump calls for ending visa program after N.Y. attack, blasts Democrats",real
Bill letting people bring concealed guns across state lines passes U.S. House,real
Rubio signals support for tax bill after child tax credit tweaks,real
Trump allies say Mueller unlawfully obtained thousands of emails,real
AT&T lawyer says U.S. effort to stop Time Warner deal 'foolish': CNBC,real
House Speaker Ryan says he believes upbeat Treasury tax study,real
 Rick Perry Is Mocked Over Nukes By Secretary Whose Job He Thought He Was Getting,fake
Congress moves closer to final tax bill with House vote,real
"Exclusive: While advising Trump in 2016, ex-CIA chief proposed plan to discredit Turkish cleric",real
 Trump Is Literally Sabotaging The Case Against The NYC Terrorist By Not Keeping His Mouth Shut,fake
Trump says Japan would shoot North Korean missiles 'out of sky' if it bought U.S. weaponry,real
 Equifax Is Tricking Consumers Into Waiving Their Right To Sue Over Data Breach,fake
 WATCH: Retired Alabama Cop: We Were Told To Keep Roy Moore Away From High School Cheerleaders,fake
House Democrats rally to protect Special Counsel Mueller,real
 Global Survey HUMILIATES Trump After He Claims World Leaders Loved Everything He Said At United Nations,fake
Senate shelves disaster aid bill until next month,real
 Right-Wing Extremist Tries To Repeat Oklahoma City Bombing As Nazis Terrorize Charlottesville,fake
 Details Are Emerging About The Mooch Firing And It Was Brutal,fake
Kushner met with special counsel Mueller in Russia probe: CNN,real
 Trump Just Threatened To Murder 25 Million People Because Words Offended Him,fake
 Trump’s FCC Makes Major Move To Put His Propaganda On Every American TV,fake
" BREAKING: Trump Goes Full Racist AGAIN, Pardons Sheriff Joe Arpaio",fake
"House gives final approval to tax bill, delivering victory to Trump",real
Funding bill clears hurdle in House,real
 #TrumpChicken Is Now Trending And These Tweets Are Hilarious (IMAGES),fake
"Democrats to join Trump, Republicans in talks to avert government shutdown",real
" Pence Joins Trump’s NFL Whinefest, Leaves Colts Game In A Huff Over Police Brutality Protests",fake
" 27 People Murdered In Texas Mass Shooting, And Trump’s Response Is Classic Racist",fake
 John McCain Just Savaged Trump On Twitter (TWEET),fake
 New York Times Reports There’s An Actual Russian Agent In Congress And He Has A Code Name,fake
Russian lawyer who met Trump Jr. seeks return to U.S. to defend money laundering settlement,real
Trump strategy document says Russia meddles in domestic affairs worldwide,real
" White Security Guard Shoots Himself, Blames Nonexistent Black Guy ‘With A Small Afro’",fake
" Trump Doubles Down Via The Law, Moves To Protect White Supremacists From Law Enforcement",fake
 This Really Happened: Fox Interrupted Trump To Criticize Him And Praised Obama,fake
U.S. lawmakers propose ban on arbitration of sexual misconduct claims,real
Libya says pushing to be removed from Trump travel ban list,real
Kentucky man arrested in assault on Senator Rand Paul released on bail,real
White House: no sign of collusion in campaign aides' indictments,real
 Jared Kushner’s Excuse For The Russian Meeting Would Get Most People Fired,fake
'Can I get it to go?' Canada's Trudeau charms  Manila while ordering fried chicken,real
 Victims Of Terrorist Attack Question Lack Of Presidential Support,fake
Kremlin says Russia not accused in U.S. case against ex-Trump aides,real
 Newsweek Just Made Their BEST Cover Ever And People Are Freaking Out,fake
Trump lawyer: Deutsche Bank has not received subpoena for Trump records,real
 WATCH: Kamala Harris Takes Trump To The Black Church In SCATHING Takedown Of His Attacks On Black Athletes,fake
 Hannity Throws A Complete Hissy Fit After Conservative Columnist Calls Him Unworthy Of Media Award,fake
 It’s Not Over: Trump’s Tantrums Drive Senate GOP To Take Aim Yet Again At Healthcare,fake
" Trump Bucks GOP Leadership Again, Runs Back Into The Arms Of Chuck And Nancy",fake
U.S. attorney general to meet with House intelligence panel,real
 Trump ‘Really Likes’ The Idea Of A Violent Uprising When He’s Impeached,fake
" WATCH: According To Trump, ‘Obama’care Is Somehow 17 Years Old (TWEETS)",fake
Mattis looking at ways to bring Russia into compliance with arms control treaty,real
Trump to make remarks at White House at 3 p.m. EST,real
Stop-gap bill unveiled to fund U.S. government until Jan. 19,real
U.S. judge orders special counsel to turn over evidence on Michael Flynn,real
 James Comey Is Doing Something That Will Have Trump Sh*tting His Pants,fake
 WATCH: Kellyanne Conway Runs From Reporter Asking About Trump’s Vile Attack On Mika,fake
"Repeal of individual mandate would increase uninsured, premiums: CBO",real
 Hannity Goes BALLISTIC After Conservative Group Humiliates Him By Rescinding Media Award,fake
 Obama Admin Official Just Humiliated Trump By Calling Out His Nuclear Weapons Lie,fake
Succession battle at U.S. financial agency seen headed to courts,real
" Fox Host Goes After ‘Soulless’ Hillary Clinton, Chelsea’s Response Is PRICELESS (TWEET)",fake
U.S. attorney general Sessions evasive on Russia probe: congressmen,real
 Hypocrite Ivanka Trump HUMILIATED For Calling For End To Sexual Harassment While Predator Dad Is In Japan With Her,fake
 WATCH: Hannity Loses His Sh*t And Refers To Hillary As ‘President Clinton’ During UNHINGED Rant,fake
 Trump Tries Shaming NFL With Video Of Hockey Fans Standing For Anthem And Humiliates Himself,fake
"Manafort spent millions on homes, rugs, clothes: court filing",real
Who are Paul Manafort and Rick Gates?,real
 Trump Experiments With State-Run TV And Gets Laughed Off The Internet,fake
Top Democrats in Congress say won't meet with Trump as planned,real
 Another Fox Host Just Got Busted Sexually Harassing Female Staff,fake
 White House Officials: Trump’s Call For Violence Against Reporters ‘Was Funny’,fake
Republican Sen. Johnson may vote against tax bill in committee,real
 WATCH: The New Man In Trump’s Life Is Kissing His A** Like Nobody Else Ever Has,fake
" Fox Host Goes Rogue, Shreds Trump’s ‘Cowardly And Dangerous’ Charlottesville Remarks (VIDEO)",fake
" Trump Rips Sessions Over Russia, Says He Never Should Have Made Him AG (AUDIO)",fake
 Trump’s Plan To Quietly Sneak Into England Backfires – And Now He Has To Publicly Disavow The Trip,fake
Senator Rand Paul returns to work after being tackled while mowing lawn,real
 McCain Opens Up A Can Of Whoop A** On Trump For Threatening North Korea With Nuclear War,fake
House ethics panel probing Rep. Farenthold over harassment allegations,real
Commerce Secretary says Trump-Xi talks will address trade imbalances,real
Trump taps former NASA head Griffin for deputy defense role: White House,real
 White Man Murders Cop And Racist Media Stays Silent,fake
" Sicko In Texas Wants To Make A Buck Off Harvey Disaster, And It Might Land Her In Hot Water",fake
Black caucus members urge U.S. Representative Conyers to resign: sources,real
Senate Republican signals possible committee 'no' vote on tax bill,real
Trump to meet with U.S. House Republicans Thursday about taxes: White House,real
House tax bill release delayed until Thursday: sources,real
Islamic State says New York truck attacker is 'caliphate soldier',real
Republican tax plans gain speed; Fitch warns on deficit,real
 Trump Supporter In Phoenix Just Threatened John McCain’s Life,fake
Republican governors meet with Pence over NAFTA concerns,real
 Joe Biden Proves He’s A MUCH Better Negotiator Than Trump; He Helped Save Obamacare,fake
U.S. House Democratic leader Pelosi says Conyers should resign,real
White House expects Congress to waive spending cuts triggered by tax overhaul,real
U.S. corporate alternative minimum tax should be removed: House Republican,real
" Sean Hannity Swears He’ll ‘Stop Petty Political Disagreements For 12 Hours,’ Miserably Fails (TWEETS)",fake
" Trump Goes Mental On Threats To North Korea, This Is His Most Dangerous One Yet (VIDEO)",fake
 Trump Will Be Furious Because The IRS Is Sharing Info With Special Counsel Mueller,fake
 Fox News Bans Gene Simmons For Life For Harassing Staff Off Camera,fake
Senate leader says he's confident of deal to keep government open after Dec. 22,real
Exclusive: Mideast nuclear plan backers bragged of support of top Trump aide Flynn,real
Economic growth to partially offset deficit impact of U.S. tax plan: JCT,real
Republican Representative Farenthold will not seek re-election,real
Trump's limited appeal a warning sign for Republicans ahead of 2018 elections,real
 McCain F*cked Over Senate Republicans On Trumpcare In A Much Better Way Than We Already Knew,fake
Congress finalizes $700 billion defense spending plan,real
" The Senate Banking Committee Held An Equifax Hearing, And The Monopoly Man Showed Up",fake
"In Trump strongholds, Democrats walk tightrope ahead of 2018 elections",real
" The Only Pittsburgh Steeler To Stand For National Anthem Speaks Out, And Trump Fans Will HATE It",fake
Senate Republicans shove tax bill ahead as Democrats fume,real
"Senate Banking chair, Democrats say still hopeful for deal on Dodd-Frank bank rules rewrite",real
 Rep. Maxine Waters Just Nailed Ben Carson To The Wall With The Cold Hard Truth,fake
 McCain Has The Best Laugh He’s Had In 80 Years When He’s Asked THIS About Donald Trump,fake
 WATCH: Nicolle Wallace Takes Trump To The Woodshed For Backing Pedophile Moore,fake
Former Trump aide nomination to be Singapore envoy stalled over Russia concerns,real
 McCain Responds With Zero F*cks To Give Over Trump’s Threat,fake
"Factbox: Trump on Twitter (Dec 28) - Vanity Fair, Hillary Clinton",real
 Trump’s Rhetoric Just Resulted In A Trillion Dollar Economic Loss Worldwide,fake
White House promises welfare overhaul details early next year,real
"Woman accuses Senator Al Franken of unwanted groping, kiss",real
Two Senate Republicans critical of party's tax plan,real
Trump does not recall suggestion of Putin meeting: White House,real
 GOP Lawmaker Blames Obama For Staging Racist Mayhem In Charlottesville,fake
Control of Virginia state House at stake as recounts begin,real
Trump distances himself from remarks on Putin over election meddling,real
Trump's Supreme Court appointee Gorsuch plots rightward course,real
Democrats flex muscles as Congress confronts a government shutdown,real
 WATCH: Corporate CEOs SHOCK Trump’s Economic Adviser With Truth About GOP Tax Cuts,fake
 BUSTED: Fox News Worked With Trump To Circulate Fake News On Seth Rich Conspiracy Theory,fake
Russian lawyer says Trump son offered to return to issue of sanctions law: Bloomberg,real
" With Irma About To Strike Florida, Trump Begs For Donations To His Re-Election Campaign",fake
 Obama Takes A Trip To Indonesia And MASTERFULLY Trolls Trump And Birthers,fake
Former Trump adviser Flynn pleads guilty to lying to FBI,real
 Trump In Poland: ‘Everyone’ In The U.S. Is Now ‘Getting Very Rich’ Because Of Me,fake
 Trump Will ‘Torture’ Sessions Every Day Until He Resigns: Report,fake
 WATCH: Jake Tapper Rips Scaramucci A New One For Using Trump As Source To Deny Russian Hacking,fake
" The Most Hated Man In Corporate America Wants Scaramucci’s Job, Because Why Not?",fake
Trump says AT&T plan to buy Time Warner 'not a good deal',real
Factbox: Trump on Twitter (December 5) - Utah national monuments,real
Powell faces early test of policy view as tax cuts near approval,real
Trump to meet congressional leaders next week on legislative issues -White House,real
 Sarah Huckabee Sanders F*cking UNBELIEVABLY Awful Defense Of Trump’s Mika Tweets (VIDEO),fake
Mueller removed FBI agent from Russia probe for anti-Trump texts: reports,real
Rep. Franks to resign after staff members' complaints of harassment,real
 WATCH: Republican Lawmaker Has Finally Had Enough Of Trump’s Bullsh*t,fake
" In Public, Trump Calls The Investigation A Witch Hunt – In Private He’s Trying To Influence Mueller",fake
Trump tells China's Xi he believes there is solution to North Korea,real
 Time Magazine Humiliates Trump After He Lies About Award,fake
 Fox News Just Proved Trump Is Using Fake Video To Try To Start War With Iran,fake
Republican House Speaker Ryan told Trump retirement report was rumors were not true: White House,real
U.S. Sen. Warren predicts appeal in legal battle over consumer agency,real
 GOP Implodes As California Passes Bill To Make Congress Censure Trump’s Racism (DETAILS),fake
U.S. court to hold hearing Monday on who will lead CFPB: order,real
 This 2016 Hannity Tweet Is Now Like A Knife In The Back For Trump,fake
U.S. House tax chief says state income tax deduction will not remain,real
 The Russia Investigation’s Special Counsel Just Made Trump’s Problems A Whole Lot Worse,fake
Ukrainian author of Manafort op-ed says sought input to avoid errors,real
" Pat Robertson Says If We’d Only Worship Trump, Las Vegas Never Would’ve Happened",fake
 Trump Fans Scream That John McCain Should Die Because They’re All Terrible People (TWEETS),fake
First charges filed in Russia probe led by U.S. Special Counsel: source,real
Trump administration does not want limits on war authorization,real
China says confident in economic relations with U.S. ahead of Trump visit,real
 Military Veterans HUMILIATE Trump For Attacking Senator’s Military Record,fake
" Trump Takes Credit For Releasing JFK Files, But The Bill Requiring It Was Passed 25 Years Ago",fake
What is in the Republicans' final tax bill,real
 Retired Colonel BLASTS Trump’s ‘Amateur’ Demand That Navy Sailors Support GOP Legislation (VIDEO),fake
Q&A: Did Sessions break the law by denying knowledge of Russia contacts?,real
 Former Business Partner Predicts Prison For Trump Once He Tells Authorities What He Knows,fake
" BREAKING NEWS: John McCain Diagnosed With Serious Illness, Americans Stunned",fake
Ex-pharma exec Azar is top choice to run U.S. health agency: sources,real
" Trump MELTS DOWN On Vacation, Tries To Pretend He’s Actually Working (TWEETS)",fake
" With Just Two Words, GOP Congressman ADMITS He Doesn’t Answer To His Constituents",fake
Democrats plan to use tax bill to attack Republicans at midterms,real
 The U.S. Constitution Just Ruined Trump’s Day: He’s Now Being Sued For His Twitter Activity (DETAILS),fake
 This Old Mike Pence Tweet Sure Is Uncomfortable Now That The G In MAGA Means Grope,fake
 Pope Francis Just Called Out Donald Trump During His Christmas Speech,fake
" Trump Indicates WH Previously Lied, Second Secret Putin Meeting Was ‘More Than Small Talk’",fake
Colony NorthStar ends consulting agreement with former Trump aide Gates,real
Trump hopes to avoid government shutdown in meeting with lawmakers: White House,real
" David Letterman Is Sick And Tired Of Trump’s Constant Whining, Has PERFECT Solution To Stop It",fake
 George Takei’s Latest Twitter Poem Roasts Trump’s Idiotic North Korea Statement To Perfection (TWEET),fake
 FEMA: It’s ‘Not Our Job’ To Deliver Food And Water Relief To Puerto Rico,fake
" Member Of Congress Educates Trump: ‘Our Job Is To Check You, Not Protect You’ (TWEETS)",fake
" EVERY State In America Just Turned On Trump, This Is A Major ‘F*ck You’ To POTUS (DETAILS)",fake
 Racist Charleston Church Shooter Seems To Think He Is Entitled To A Literal White Supremacist As His Public Defender,fake
"Senate to vote on tax plan this week, No. 2 Republican says",real
 SNL Hilariously Mocks Accused Child Molester Roy Moore For Losing AL Senate Race (VIDEO),fake
"Trump, Abe didn't discuss bilateral FTA: Japan spokesman",real
Green groups sue for access to U.S. monument documents: lawsuit,real
Attorney General Sessions says now recalls meeting flagged in Russia probe,real
 Watch Arnold Schwarzenegger Take On Nazis And White Supremacists In Scathing New Video,fake
"Flynn's lawyers cut talks with Trump team, signaling Mueller cooperation: NY Times",real
 WATCH: Trump Disgracefully Attacks President Obama In Poland,fake
 Trump Just Closed The Office That Coordinates Russia Sanctions,fake
 Donald Trump Congratulates Himself On Winning Election And Asks For Donations While Puerto Ricans BEG For Help,fake
 Dem Senator On Trump World: ‘They Lie As Easily As They Breathe’ (VIDEO),fake
" ‘Shoot At Hurricane Irma’ Facebook Event Taken Too Seriously, So Police Had To Issue A Warning",fake
Factbox: Big-ticket items at center of Congress spending bill,real
White House asks Supreme Court to allow full travel ban,real
 WATCH: Rick Santorum Torches Trump For Not Taking Responsibility For Electoral Bloodbath,fake
"Trump, Japan's Abe toast 'bromance' as two-day summit wraps up",real
 Trump Just Used His Twitter To Break The Law In The Dumbest Way Imaginable,fake
 Australia Prime Minister Tells Trump To Man Up And Accept Refugees Because ‘A Deal’s A Deal’,fake
 Hawaiians Had The Perfect Signs To Infuriate Trump When He Landed There,fake
Obamacare 2018 enrollment clouded by uncertainty under Trump,real
U.S. tax panel chair sees support for Obamacare mandate repeal in tax bill,real
 WATCH: Catholic Nun Gives Paul Ryan A Biblical Beatdown,fake
 Just In: One Dead After Trump-Loving Nazi Uses Car To Mow Down Dozens Of People,fake
Factbox: What's in the final U.S. Republican tax bill,real
 Male Republican Blames ‘Female Senators’ For GOP Failure To Pass Health Law,fake
 Trump Is So Obsessed He Even Has Obama’s Name Coded Into His Website (IMAGES),fake
" Fresh Off The Golf Course, Trump Lashes Out At FBI Deputy Director And James Comey",fake
U.S. remains committed to Libyan political agreement: State Department,real
 BREAKING: Jared Kushner Is Really A Woman And There Are Documents To Prove It,fake
Senate tax bill stalls on deficit-focused 'trigger',real
" Top Republican Grows A Backbone After Charlottesville, Blames Trump For Dividing America (IMAGE)",fake
U.S. launches effort to reduce reliance on imports or critical minerals,real
 White House Confirms Resident Nazi Stephen Miller Is An Even Bigger Scumbag Than You Knew,fake
 This State Is Honoring Obama And Sending A Middle Finger To Trump At The Same Time – You Can Bet He’ll Be Fuming,fake
House Speaker Ryan mulls retirement after 2018 elections: Politico,real
Factbox: Trump on Twitter (December 7) - Pearl Harbor Remembrance Day,real
 It’s Time To Stop Excusing Trump Supporters And Start Shaming Them For The Awful People They Are,fake
Trump lawyer's account about tweets raises questions about what president knew,real
" Trump Tries To Blame Obama For North Korea Mess, It Immediately Backfires (TWEETS)",fake
 Trump Just Admitted He Knew Flynn Lied To The FBI Before He Asked Comey To Drop The Investigation,fake
" Trump Regrets, Move Over: ‘Sassy Gay Republican’ Is All Of The Healthcare Angst We Need Right Now",fake
U.S. Senate Republicans want to speed Trump nominee approvals,real
Blackwater founder Prince details meeting with Russian in Seychelles,real
White House staff exits likely as Trump's first year draws to a close: sources,real
 Republican Governor Helped Kill 11 Elderly People By Deleting Their Messages Begging For Help,fake
" Trump Aides Scramble, Say Donald Trump’s Threats Weren’t Serious, ‘Just His Mood’",fake
 Melania Pauses Anti-Bullying Initiative To Say Her Husband Is Allowed To Mock Women’s IQ And Looks,fake
Kentucky lawmaker a 'probable suicide' amid sexual misconduct accusations,real
 The Sleazy Shot Trump Just Took At Manafort Proves He’s Terrified,fake
 ‘Responsible Gun Owner’ Pulls Weapon On Woman In Argument Over School Supplies,fake
 Hustler Owner Is So Fed Up With Trump That He Is Offering $10 Mill For Dirt To Get Him Impeached,fake
" Trump Just Attacked The DOJ, Gets His A** Handed To Him By Sally Yates (TWEET)",fake
Trump names White House budget director Mulvaney acting head of consumer agency,real
U.S. commerce chief says he is likely to divest Russia-linked shipping stake,real
U.S. Senate still on track to release tax bill Thursday: aide,real
 New Accuser Confirms She Got Roy Moore Banned From The Mall (VIDEOS),fake
"Senator Collins says not committed to tax bill, concerned about SALT",real
No. 2 Democrat in Senate calls on Franken to resign,real
Trump congratulates Democrat for Alabama U.S. Senate victory in tweet,real
 Bad News For Trump — Mitch McConnell Says No To Repealing Obamacare In 2018,fake
U.S. Commerce chief Ross divesting shipping interests: official,real
" WATCH: Adviser Who Wrote Trump’s Tax Plan Says You Will Be Able To Buy A NEW Car For $1,000",fake
 Target Just Made A Major Move That’s Going To Blow Conservative Minds (VIDEO),fake
 GOP Senator Caught On Hot Mic Trashing His Own Party Over Roy Moore And Donald Trump (VIDEO),fake
"Trump notes Flynn lied to FBI, says his actions during transition were lawful",real
 World Leaders Decide They Don’t Need The U.S. To Move Forward On Climate Change,fake
 Trump Laughs After Philippine Leader Calls Journalists ‘Spies’ In Country Where Journalists Are Routinely Murdered,fake
 Two Florida Lawmakers Just Voted Against Hurricane Relief As Irma Strikes Their State,fake
" Perverted GOP State Rep. Corners Lobbyist, Tries To Force Her To Help With His ‘Raging B**ner’",fake
" Dem Rep. Calls Out GOP, Urges More Of Them To Rebuke Sexist Trump (TWEETS)",fake
Trump greets Japanese emperor with a handshake and nod - but no bow,real
"Trump-installed consumer agency head sets hiring freeze, halts new rules",real
 WATCH: Former White House Official Suggests On Hannity That Hillary Clinton Should Be Executed,fake
Gala glitz masks Asia's tensions as Trump winds up tour,real
"World 'running out of time' on North Korea, Trump to tell Asia: White House",real
 Democrats Give Trump A Big F**ck You After He Attacks Them In Insane Twitter Rant,fake
Trump administration bans selected words at health agencies: paper,real
"House Republicans propose to scrap $7,500 electric vehicle credit",real
 Ohio Fireman In Deep Sh*t For HORRIBLE Remarks About Saving ‘N*****s’,fake
 Another Russian Turns Up Dead – He Actually Saved The World (VIDEO),fake
Republicans defend Trump court pick rated 'not qualified',real
"Factbox: Five facts about Mike Pompeo, expected to replace Tillerson",real
 Watch: Is This Proof Trump Is Unfit for Service?,fake
Manafort pledges $12 million in assets in bid to avoid house arrest: document,real
 Defense Secretary Mattis Speaks Over Incompetent Trump’s Threats To North Korea (VIDEO),fake
Republicans seek special counsel's removal from Russia probe,real
Trump urges Congress to pass short-term spending bill,real
" 49ers Defy Trump, Kneel During Anthem In Solidarity With Colin Kaepernick (VIDEO)",fake
Trump's eldest son questioned in Congress about Russia,real
Democratic Representative Gutierrez hints at 2020 U.S. presidential run,real
Democratic U.S. senator seeks audit of EPA chief's trip to Morocco,real
U.S. tax cuts won't make housing more affordable: analysts,real
" Trump Lashes Out At CEOs, Suggests He’ll Replace Them With Ones Who Support His Racism",fake
U.S. has 'frank' exchange on South China Sea during Trump visit,real
 Even Foreign Leaders Are Responding To Charlottesville Better Than Trump Did,fake
 WATCH: Trump’s Chief Of Staff John Kelly Just Admitted That He Doesn’t Think There Was Anything Wrong With Slavery,fake
 Angela Merkel’s Husband Is Taking Melania And Ivanka On A Tour That Will P*ss Trump Off,fake
 WATCH: George W. Bush Calls Out Trump For Supporting White Supremacy,fake
 Sarah Huckabee Sanders Just Said The DUMBEST F*cking Thing About Trump Jr.’s Russia Collusion,fake
"UK PM May is focused on tackling extremism, spokesman says in response to Trump",real
"Court document shows Manafort wealth, ties to Russian oligarchs",real
Senate parliamentarian rules against tax bill provisions: Sanders,real
Democrat wins U.S. Senate seat in Alabama in setback for Trump,real
 New Report PROVES Voter Suppression Handed Trump Wisconsin And Possibly The Whole Election,fake
 Breitbart Editor Gets Roasted Alive On Twitter After Saying Images Of Lady Liberty Are An ‘Attack On The Right’,fake
" Ivanka Finally Breaks With Daddy, Strongly Denounces White Supremacists (TWEETS)",fake
" Trump Whines About Late Night Hosts Making Jokes About Him, Accuses Them Of Conspiring With Democrats",fake
 Trump Says ‘Illegals’ Are Here To Chop Up Teen Girls With Knives Because Shooting Them Isn’t Painful Enough,fake
Factbox: What's in tax bill U.S. House Republicans are debating?,real
 Bill O’Reilly Writes INFURIATING Blog Post On Las Vegas Massacre – It’s Absolutely Vile,fake
Tillerson tells Myanmar army chief U.S. concerned about reported atrocities,real
 CNN’s Don Lemon: Trump Shouldn’t Get Apology From ESPN Until He Apologizes For Racism Against Obama (VIDEO),fake
Trump tweets about Russia probe spark warnings from lawmakers,real
Judge warns attorneys for Manafort and Gates against speaking on case out of court,real
 These Charts Show Why We’re All Screwed Under The GOP Health Care Bill,fake
" CNN And MSNBC Destroy Trump, Black Out His Fact-Free Tax Reform Speech (TWEET)",fake
 Even Robert E. Lee Didn’t Want Confederate Monuments To ‘Keep Open The Sores Of War’,fake
Senate to vote on motion to proceed on tax bill: lawmaker,real
U.S. House panel to disclose some Russian-linked Facebook ads,real
" WATCH: Scaramucci Flips Out Over White House Leaks, Sends Ominous Warning To Reince Priebus",fake
 Donald Trump May Have Already Stolen The Next Election,fake
 Trump Condemned By Jewish Leaders In Poland After Snubbing Warsaw Ghetto Memorial,fake
 Trump White House Stomps On First Amendment And Blackmails CNN,fake
 Obama’s Head Of Disaster Relief TRASHES Trump’s Response To Puerto Rico (TWEET),fake
U.S. consumer watchdog agency official sues to block Trump's pick,real
 This Hilarious Campaign Ad Shows Voters How They Can Avoid Scandalous Elected Officials,fake
" Trump Erupts During Speech To ‘Honor’ Veterans, What He Did Is Beyond Disrespectful (VIDEO)",fake
 Here’s What We ALL Need To Do If Trump Moves To Fire Mueller And Shut Down The Russia Probe,fake
"As Republicans aim to ride economy to election victory, a warning from voters in key district",real
 Ohio Fireman Suspended Indefinitely Over Extremely Racist Facebook Post (VIDEO),fake
 ‘Might Have Been Faked By Liberals’: Top Adviser Defends Trump’s Silence On Mosque Bombing,fake
Pass-through businesses to see cuts under tax plan: Steven Mnuchin,real
 Texas Trump Fan Threatened To ‘Whip’ Black Man ‘Like The Slave You Are’ Before Executing Him,fake
"Families of Japanese abducted by North Korea meet Trump, but want action",real
 The GOP’s Efforts To Kill Millions Through Trumpcare Might Finally Be Dead,fake
 Trump Campaign’s Old Tweet Comes Back To Bite Donald In The A** And It Is PERFECT,fake
Justice Department seeks warrant to seize ancient ring trafficked by ISIS,real
" Trump’s Social Media Man Joins Boss’s Insane, Juvenile Attacks On ‘Morning Joe’ Hosts (TWEETS)",fake
 Donald Trump’s Eating Habits Could Be Dramatically Affecting His Wellbeing And Our Safety,fake
 WATCH: Black Driver Bravely Shames Cop Who Drew His Gun Over A Turn Signal Infraction,fake
Trump campaign adviser Clovis withdraws from consideration for administration post,real
"Tillerson unaware of plan to oust him, Senator Corker says",real
Farenthold should resign if misconduct accusations true: senior House Republican,real
 BREAKING: Desperate GOP Senators Drag John McCain Back To Washington For Trumpcare Vote,fake
 Ann Coulter Calls For Assembling ‘Death Squads’ To Kill Undocumented Immigrants (AUDIO),fake
"Trump praises 'productive' China talks, but tough action seen ahead",real
 Ted Cruz Awkwardly Explains Why Texas Should Have Federal Relief Money But Not Victims Of Hurricane Sandy,fake
 Marco Rubio Just Had The Most Hilarious Reaction To Trump Touching Him (VIDEO),fake
 GOP Lawmaker Links Abortion To The Economy In One Bizarre And Horribly Offensive Rant (VIDEO),fake
Senate leader McConnell sees a more collegial 2018,real
Senator Warren hits out at 'effort to politicize' U.S. consumer agency,real
 Fox News Just Compared Slave Owners To 9/11 Victims. Seriously (VIDEO),fake
Chinese media upbeat on U.S. ties ahead of Trump visit,real
 Advisers Are Now Warning Donald Trump About Impeachment,fake
U.S. tax repatriation plan may not cure long-term dollar weakness,real
"In Russia probe, Mueller's first charges a show of force",real
 Senate Gives Trump Jr. Ultimatum: Respond By Friday Or Face Subpoena,fake
 Trump Is Fighting Disney Over ‘Hall of Presidents’ Attraction Robot Speech,fake
" Senate Has Had Enough Of Trump’s Obstruction, Handcuffs His Ability To Appoint An AG To Fire Mueller",fake
U.S. lawmakers release sample of Russian-bought Facebook ads,real
 WATCH: Reporters DRAG Sarah Huckabee Sanders In Brilliant Fact-Check (VIDEO),fake
 Thanks To Trump The U.S. Economy Lost Jobs For The First Time In 7 Years,fake
"Factbox: Trump on Twitter (Dec 4) - Roy Moore, Stock Market",real
" After Charlottesville GOP Asks Supporters How Trump Is Doing: Great, Good, Or Just Okay?",fake
"FCC to loosen TV, newspaper ownership rules",real
U.S. tax bill should include repeal of health insurance mandate: Senate Republican leader,real
"Factbox: Trump on Twitter (December 12) - Democrats, Kirsten Gillibrand, Chuck Schumer",real
House to vote on tax bill Tuesday afternoon: aides,real
China hopes all sides' words and actions reduce tension on Korean peninsula,real
 Eric Holder Just Hilariously Called Trump Out On Arpaio: Obama Never Asked Me To Drop A Case,fake
"Allegations of Russian meddling in U.S., Europe elections 'fantasies': Ifax cites foreign minister",real
 White Pro-Trump Pastor Tries To Rap Attack On Eminem And It’s F*cking Hilarious (VIDEO),fake
 Idiot Donald Trump Jr. Just Released Russian Email Chain — He’s Toast (IMAGES),fake
"Forbidden in China, but Trump skirts 'Great Firewall' to tweet about Beijing trip",real
 Trump In A Panic As Deutsche Bank Plans To Turn Over Financial Information To Investigators,fake
" Trump Was Just Busted For Daydreaming At G20 Meeting, This Is Beyond Humiliating (VIDEO)",fake
President's son had legitimate reasons to not answer House panel questions: White House,real
 Trump Kicks Off Poland Visit By Trashing America In Unhinged Russia Rant (VIDEO),fake
 Trump Threatens To Shut Down NBC In Early Morning Hissy Fit,fake
U.S. Senate candidate Moore's spokesman resigns as allegations roil campaign,real
Trump says North Korea's Kim insulted him by calling him 'old',real
" Two Weeks Before Election, Trump Still Defends Accused Child Molester Because TAXES, Y’all",fake
Tax overhaul drama moves to Senate as House approves its bill,real
House Budget Committee chair: Tax bill to be released early Thursday,real
Senate Democrat presses Trump campaign advisers for Russia contacts,real
U.S. House to stop using public funds for harassment settlements: speaker,real
Trump's tax bill faces potential Senate Republican opposition,real
