title,labels
" BREAKING: Acting FBI Director McCabe Contradicts White House, Says Russian Probe Will Continue",fake
" Dan Rather Blasts GOP For Protecting Trump, Gives Them A Tongue Lashing They’ll Never Forget (VIDEO)",fake
 Trump Spotted Hanging Up Easily The Most Pathetic Picture Of All Time In The White House (PHOTO),fake
 This ‘Daily Show’ Reunion Is Exactly What America Needs Right Now,fake
 Snowflake Alert: Kellyanne Conway Says Anderson Cooper Is Sexist Because He Rolled His Eyes (VIDEO),fake
 Trump’s Approval Rating Took A HUGE Nosedive Right BEFORE He Fired Comey (DETAILS),fake
 Former McCain Chief Of Staff Thinks U.S. Needs A Democratic Congress,fake
 Deputy Attorney General PISSED; Trump Ordered Him To Find Reason To Fire Comey,fake
 BREAKING: Comey Was Troubled By Evidence Of ‘Collusion With Russia’ When Trump Fired Him,fake
 Bombshell Report Reveals What Comey REALLY Thought Of Trump,fake
 Comey Sources Are Speaking Out; He Was Fired For Two Reasons And They Are Both Frightening (VIDEO),fake
 Top Dems Take Action To Keep Documents On Russia Investigation Safe From Trump,fake
 Betsy DeVos TOTALLY HUMILIATED During Keynote Speech At Historically Black University,fake
 White Las Vegas Teen Caught On Camera Calling Black Student ‘F*cking N*****’ (VIDEO),fake
" Trump Meets With Russian Officials One Day After Firing Comey, Bars American Media From The Room",fake
 BOMBSHELL: FBI Admits They Are Directly Investigating Donald Trump,fake
" Trump Explains Why He Fired James Comey, F*cks Up And Admits He Should Be Impeached (VIDEO)",fake
 WATCH: Kellyanne Conway Wore Out Her Welcome On CNN As Soon As She Opened Her Mouth,fake
 Kellyanne Conway Threatens Media: It’s ‘Inappropriate’ To Question Comey’s Firing (VIDEO),fake
" Advisers Leak What Trump Does When He Sees Russia Scandal On TV — It’s Really, Really Weird",fake
 ‘Turn The Lights Off!’: Spicer Literally Hid In the Bushes From Reporters After Trump Fired Comey,fake
 ICYMI: Seth Meyers Rips Apart Email from Paul Ryan,fake
 REPORT: Comey Firing Was Nothing More Than A Trump Tantrum Over Russia,fake
 Trump Just Made His 2 Most DUNDERHEADED Moves Yet After Firing Comey (DETAILS),fake
 Ranking Dem On House Russia Probe Has EXPLOSIVE News For Trump That Will Have Him Running Scared,fake
 Comey Learned He Was Fired When Background TVs Flashed The News While He Was Giving A Speech,fake
" Gizmodo Tricks James Comey, Trump Advisers Into Responding To Blatantly Obvious Email Hack Attempt",fake
 Fear Of Being Defeated By Elizabeth Warren In 2020 Has Trump FREAKING OUT,fake
 AG Sessions Toys With Ending Russia Investigation Completely Minutes After Firing The Guy Heading It,fake
 Russia Testimony Heats Up; Trump CLEANS HOUSE On Key Investigators (DETAILS),fake
 WATCH: Sean Spicer Just Defended Michael Flynn While Attacking Sally Yates,fake
 White House Says It’s Releasing Hillary’s Private Concession Call To Trump In Bid To Humiliate Her,fake
 ACLU Issues Shocking Warning: It’s Not Safe To Travel In Texas,fake
 Pastor Caught Trump’s Spiritual Advisor Stealing From Her Own Church Collection Plate,fake
 There’s Something Really Creepy About Melania Trump’s Signature,fake
 President Obama Tells Audience Why Americans Deserve Trump And Republicans,fake
 Trump’s EPA Just Fired Five Scientists To Make Room For Industry Insiders,fake
 The Merriam-Webster Dictionary Just SAVAGED Trump For His F*cking Terrible Spelling (TWEETS),fake
 White House Staff Reportedly Went Behind Trump’s Back On HUGE Issue Because Trump Is Too Reckless,fake
 Donald Trump Just Changed His Twitter Header And The Whole Internet Is Making Fun Of Him (TWEETS),fake
 Trump Has Extremely Inappropriate Reaction To Being Contradicted By His Own National Security Adviser,fake
 Condoleezza Rice: ‘America Was Born With A Birth Defect – Slavery’ (VIDEO),fake
" Trump Just Had A Massive MELTDOWN Over Sally Yates, And Everyone Is Laughing At Him (TWEETS)",fake
 Republicans Are Livid After Seeing This Photo Of Martha Stewart In Front Of Donald Trump,fake
 Sally Yates Just Opened A Can Of Constitutional Whoop Ass On Ted Cruz (VIDEO),fake
" Officials: Obama Warned About Flynn, But Trump Thought He Was Joking",fake
 Sally Yates Bombshell: Trump Was Warned Flynn Was Exposing White House To Blackmail (VIDEO),fake
 Trump Hired Flynn After Obama SPECIFICALLY Warned Him Not To – Now Karma Is Coming For Trump. Hard.,fake
 Twitter Mocks Trump’s Face Off After Poorly-Spelled Insane Rant About Sally Yates (TWEETS),fake
 Trump Just FAILED Hundreds Of Manufacturing Workers And Blamed Obama For It,fake
 Here’s The Disgusting Propaganda The White House Plans To Use To Smear Sally Yates’ Russia Testimony (DETAILS),fake
 Dem. Senator BLASTS Mitch McConnell For Excluding Women From Panel Drafting New Senate Health Plan,fake
 France REJECTS Far-Right Fascist In LANDSLIDE Victory For Democracy (DETAILS),fake
 WATCH: Kellyanne Conway BASHES Americans Who Oppose Trumpcare: They Are Jeering From The ‘Cheap Seats’,fake
 ICYMI: SNL Skewers “Morning Joe” And It Is Hilarious,fake
 Paul Ryan Takes A Monumentally HUMILIATING Photo With A Constituent Who EXPERTLY Trolled Him (IMAGE),fake
 MSNBC BRILLIANTLY Smacks Offended Trumpkins Who Want Colbert Fired For A Joke (VIDEO),fake
 Multiple Sclerosis Patient Montel Williams Rips GOP Health Care Bill To Pieces: ‘So Wrong’ (VIDEO),fake
 More Networks Join in the Boycott of New Trump Ad,fake
" In 2011, Stephen Colbert Gave Us A Futuristic View Of Trump’s Presidency; He Wasn’t Far Off (VIDEO)",fake
 Seth Meyers Shows Clip After Clip Of Trump’s Incredible Stupidity (VIDEO),fake
 Ellen DeGeneres Refuses To Have Donald Trump On Her Show; Here’s Why (VIDEO),fake
" Mike Huckabee Posts ‘Super Racist’ Cinco De Mayo Tweet, America Responds Perfectly",fake
 Stephen Colbert Made A Joke About Trump And Now The Government Is Investigating Him,fake
" WATCH: Teacher Whitesplains His Use Of ‘N***er’ To Black Student, Fails MISERABLY (VIDEO)",fake
 Trump Accidentally Says He Wants Single Payer In Latest Tweet – Twitter Lets Him Know (TWEETS),fake
 Trump Nominee Brags That Taking Away Healthcare Will Force More Americans To Convert To Christianity,fake
 Trump Says He’s Going To Save the Country Money By Going Golfing Again,fake
 FDA Department Gets Order From White House Saying All Office TVs Must Be Programmed To Fox News Only,fake
" Trump Just Visited His Home State, And New Yorkers Told Him To Get F*cked (IMAGES/VIDEO)",fake
 Dumbass Alaska Lawmaker Claims Women Have Abortions For A ‘Free Trip To The City’ (VIDEO),fake
 Rape Can Be Considered A Pre-Existing Condition Under GOP Healthcare Law,fake
 Bernie Bursts Out Laughing After Trump Unknowingly Praises Australia’s Universal Health Care (VIDEO),fake
 American Medical Association Eviscerates GOP For Snatching Healthcare Away From Millions,fake
 Ex-GOP Congressman Might As Well Be Wearing A Hood During Latest Interview (VIDEO),fake
 Trump Once Again Offends Australian Leader For The Dumbest Imaginable Reason (VIDEO),fake
" Democrats Chant Warning To GOP As Trumpcare Passes: Na Na Na Na, Hey Hey Hey, Goodbye! (VIDEO)",fake
 Leading Senator In Trump-Russia Investigation Reveals STARTLING Odds For Trump’s Impeachment,fake
 ‘Cases Upon Cases Of Beer’: GOP Organizes Booze Party To Celebrate Stripping 24 Million Of Insurance,fake
"
WATCH: Democratic Rep Delivers Scathing Rebuke Of Trumpcare Bill To Thunderous Applause On House Floor
",fake
 Bombshell Reports Confirm What We Already Believed About MSNBC’s Joe And Mika (DETAILS),fake
 People Can Stop Giving Obama S*it About His Speaking Fee; Here’s What He’s Doing With It,fake
 Ben Carson: Homeless Shelters Shouldn’t Be “Comfortable” Because People Might “Stay”,fake
 Sh*t Just Got Real: FBI Looking Into Whether Agents Leaked Info To Giuliani During Campaign,fake
 Trump Just Ridiculously Claimed Palestine And Israel ‘Get Along Unbelievably Well’ And Got ROASTED (VIDEO),fake
 Comey Just Laid Out The Two Reasons Putin Supported Trump Over Clinton And Both Are Damning (VIDEO),fake
 Melania Just Liked A Tweet That Shows Just How Much She Hates Her Husband (DETAILS),fake
 Heartless Former GOP Lawmaker Had The Most DESPICABLE Response To Jimmy Kimmel’s Emotional Healthcare Plea,fake
 Something Weird Is Happening With Jared Kushner’s Hair,fake
 Madeleine Albright: Trump Needs To Stay The F*ck Away From Kim Jong Un (VIDEO),fake
 Sean Spicer HILARIOUSLY Branded As Chickensh*t After He Bolts From Briefing (TWEETS) (VIDEO),fake
" Plane Passengers Get Into ALL OUT BRAWL, Then One Of Them Shouts ‘AMERICA!’ (VIDEO)",fake
 Trump Mocked For Inventing Fake Civil War Battle On His Golf Course – There’s A Plaque And Everything (TWEETS),fake
 CNN Refuses To Air Trump’s First 100 Days Ad For One Very Good Reason – See For Yourself (VIDEO),fake
 Andrew Jackson Biographer: Trump Actually Said He Could Have Prevented The Civil War (VIDEO),fake
 WATCH: Colbert HUMILIATES Trump With Scathing Takedown To Avenge Attack On John Dickerson,fake
 ‘Grow The F*ck Up!’: Trump Gets Taken To The Woodshed After Calling For A Government Shutdown,fake
 Trump Just Claimed Andrew Jackson Had Psychic Powers And The Internet Was Not Kind To Him (TWEETS),fake
 Dan Rather Breaks The Internet With SEARING Rebuke Of Trump’s ‘Andrew Jackson’ Comment,fake
 Sean Spicer: Trump Did Not Say That Thing Everyone Heard Him Say (VIDEO),fake
 Ivanka Trump Legally BARRED From Participating In Any Trump Businesses,fake
" Trump Tries To Launch 2020 Re-election Ad, It IMMEDIATELY Blows Up In His Face (TWEET)",fake
" Trump Has CRAZY Meltdown On ‘Face The Nation’, Ends Interview In The Most COWARDLY Way (VIDEO)",fake
" Trump Kills Michelle Obama’s Girl Education Program, Right-Wing ‘Feminist’ Ivanka Silent",fake
 WATCH: Trump Frighteningly Praises North Korean Dictator For Executing People To Stay In Power,fake
" Trump Freaks Out, Ends Interview When Reporter Asks Him To Prove Obama Wiretap Accusation (VIDEO)",fake
 Priebus: White House Has ‘Looked At’ How To Gut First Amendment So Trump Can Sue Press (VIDEO),fake
 Trump Just Got WRECKED By Chelsea Clinton Over His Dumbass Slavery Remarks (TWEETS/VIDEO),fake
 Neo-Nazi Rally Met With Strong Resistance By Local Town (DETAILS),fake
" Sean Hannity Just Openly Threatened Someone On Twitter, And It May Be A Fox News Exec",fake
 Trump Administration Just Pressured Argentina Into Not Honoring Jimmy Carter With An Award,fake
 Fox News Shamefully Tries To Pass Off Obama’s Economic Achievements As Trump’s And Gets POUNDED For It,fake
 Trump Could Get Primaried By A Horrified #NEVERTRUMP Republican In 2020 (DETAILS),fake
 WATCH: Former Reagan Adviser Is Totally DISGUSTED By Trump’s Divisive Rally Speech,fake
 WATCH: Trump Bashes “Face the Nation” During Interview On…Face The Nation,fake
 Trump Fan Just Got His Pride DEMOLISHED By A 7th Grader In Epic Letter To A Newspaper,fake
" WATCH: Neo-Nazi Leader Regrets His Trump Vote, Blames ‘Jewish Lobby’ For Failure To Build Wall",fake
 Schumer Breaks It Down: Explains Why Trump Hasn’t Accomplished Sh*t (VIDEO),fake
 Trump Goes BALLISTIC As White House Correspondents Dinner Continues Without Him (VIDEO),fake
 WATCH: Will Ferrell Skewers Trump As He Reprises His George W. Bush Impression,fake
 Donald Trump Learned A New Word And It Should Give You Chills (VIDEO),fake
 Trump’s Favorite New Dictator Just Cut Off Access To Wikipedia,fake
 Trump’s Rally Already Off The Rails As Nazis Show Up; Protester Slammed To Ground While Trump Rants,fake
 Elizabeth Warren Was Asked Why She Went To Trump’s Inauguration. Her Response Will TERRIFY Him (VIDEO),fake
" Trump Whines That FAKE Media Won’t Report His Nonexistent Accomplishments, Gets STOMPED (TWEETS)",fake
 WATCH: Rob Reiner Destroys Team Trump Claims that Obama Should Be Blamed for Flynn,fake
 Team Trump Knew Flynn Broke The Law And Hired Him Anyway (DETAILS),fake
 Golf Addicted 70-Year-Old Man Says He ‘Couldn’t Care Less About Golf’,fake
 Bill Maher Just Dropped A Truth Bomb About Trump Voters That Every Liberal Needs To Hear (VIDEO),fake
" Desperate For Guests, Fox News’ O’Reilly Replacement Invites Fabio On To Bash Liberals (VIDEO)",fake
 Dem Senator Goes On HEARTWRENCHING Tweetstorm About Gun Violence During Trump’s NRA Speech,fake
 Obama Just CRUSHED Trump’s Lies About His “Winning” Presidency In The BEST Way (DETAILS),fake
 Florida Student In Deep Sh*t After Trying To Sell Black Classmates Into Slavery On Craigslist,fake
 WATCH: Jake Tapper Rips Michael Flynn for His Hypocrisy,fake
 Man Attacks Lexington Student With Machete For Not Being A Republican,fake
 Watch Reporter’s Face As He Recounts Trump Going Full-Narcissist During Oval Office Interview (VIDEO),fake
" While Scott Baio’s Battle With Erin Moran’s Family Continues, His Wife Defends His ‘Size’",fake
" Rich A**hole Ran For President Thinking It Would Be An ‘Easy’ Job, Gets HUMILIATED By Reality",fake
 Team Trump Refuses to Turn Over Key Vetting Documents on Flynn,fake
 Seth Meyers Torches Trump’s NAFTA Flip-Flop With Awesomely Dirty Joke (VIDEO),fake
 Courts Decide Conspiracy Nut Alex Jones Is Too Crazy To Raise His Own Kids (DETAILS),fake
 Trump Put An American Flag On His Birthday Tweet To Melania – There’s Just ONE Problem (TWEETS),fake
" After Pepsi Botched Its Ad Campaign, Heineken Gets Theirs Exactly Right (VIDEO)",fake
" Paul Ryan BREAKS DOWN, Admits GOP’s Trumpcare Bill Is A Massive Failure (VIDEO)",fake
 Beyond Parody: Sean Spicer Blames Obama For Trump Hiring Foreign Agent Michael Flynn (VIDEO),fake
 Fox News Host Jesse Watters Takes ‘Vacation’ After Disgusting Comments About Ivanka Trump,fake
 Trump Administration Admits That Latest Executive Order Was Nothing But An Empty Photo Op (VIDEO),fake
 Americans TORCH Hypocrite GOP Lawmaker For Using Affordable Care Act To Get Major Surgery Before Leaving Office,fake
" White House Staffer Admits, “This S***’s Hard” As The Trump Administration Faces Steep Learning Curve",fake
 WATCH: The Simpsons Brutally Parodies Trump’s First 100 Days,fake
 Dem Lawmaker Out-Trolls Internet Troll By Calling His Grandmother (IMAGE),fake
 Trump Set Up An Alien Crime Hotline And It Went Exactly Like You’re Thinking Right Now (TWEETS),fake
 Trump Considers ‘Terminating NAFTA’ With Executive Order (DETAILS),fake
" After Being Handed Yet Another Court Loss, Trump Threatens Revenge In Pure Dictator Style",fake
 Republican GOES OFF On Trump’s Border Wall In STUNNING No-Holds-Barred Rant (VIDEO),fake
 WATCH: Sean Spicer’s Debut in “The Bold and the Babbling” Is Everything You Expect And More,fake
" WATCH: Joe Scarborough Gets MOCKED For Comparing Ivanka To RFK, He Doesn’t Respond Well AT ALL",fake
 WATCH: Republican House Oversight Chair Literally Blamed Obama For Trump’s Michael Flynn Scandal,fake
 PAY-TO-PLAY: Ivanka Uses Official Europe Trip To Beg For Donations,fake
 Scott Baio Gets His A** Handed To Him By Erin Moran’s Family For Disgusting Comments About Her Death,fake
" Caitlyn Jenner Slams Trump, Considers Running for Office",fake
 ‘Where Is All That Winning?’: Twitter Bites Trump’s Head Off After Attack On ANOTHER Judge,fake
 The UN Just Sent Trump A DIRE Warning About Obamacare,fake
 Republicans Just Granted Themselves Special Status In Their Latest Healthcare Bill,fake
 Court Slams Down Trump’s Order Blocking Funding To Sanctuary Cities,fake
" Sean Spicer Baffles Reporters, Claims Trump Isn’t Responsible For Hiring Flynn (VIDEO)",fake
" Trump Just Sent A MAJOR F*ck You To The Supreme Court, CONFIRMS His Own Incompetency (DETAILS)",fake
 New Poll Has Very Bad News For The NRA (DETAILS),fake
 BREAKING: Mexico Stands Strong AGAINST Trump’s Wall; Delivers BRUTAL Remarks,fake
 Trump SLAMS Canada By Using Example Border State; That State Doesn’t Border Canada (TWEET),fake
 Cummings And Chaffetz Reveal ‘MAJOR PROBLEM’ For Trump: Appears Flynn Committed A Felony (VIDEO),fake
 WATCH: Jake Tapper HUMILIATES Trump With The Sad Truth About His Pathetic First 100 Days,fake
" For Bannon, The Losses Just Keep Coming",fake
 Ivanka Trump Attends Women’s Panel In Germany; Gets Her A**S Handed To Her (VIDEO),fake
 Jimmy Carter’s Library Just Threw MAJOR Shade At Trump Over His First 100 Days,fake
" NC GOP Judge Leaves Bench In DISGUST, Gives Corrupt GOP Legislature A MASSIVE F-You (DETAILS)",fake
 Trump Supporter Scott Baio Makes SHOCKINGLY Insensitive Comment About Former Co-Star’s Death,fake
 Republicans Just RUINED Trump’s Plan To Bully The Government Into Funding Border Wall (DETAILS),fake
 Republicans Are Secretly TERRIFIED That Trump Is Already Handing Congress To The Democrats,fake
 Donald Trump Just Used The World Trade Center Collapsing To Brag About Himself (FULL QUOTE),fake
 DISGUSTING GOP Plan Would Make People Prove They Are Worthy Of Healthcare,fake
 Trump Runs Full Page Ad For Mar-a-Lago Across Several Government Websites,fake
 Trump Threatens Government Shutdown If Congress Doesn’t Approve Billions To Fund His Border Wall,fake
 Trump Insists He Would Still Beat Hillary In The Popular Vote Even Though He Lost By A Landslide,fake
 Trump Loses Track Of His Rant Mid-Meltdown Just As Questions Over His Mental Health Resurface,fake
 ‘He’s Not Doing What I Thought’: Voters Pissed Off Over Wasting Their Vote On Trump (VIDEO),fake
 WATCH: Nebraska Farmer Politely SHREDS Every Last Pro-Keystone XL Talking Point Fox News Host Has,fake
 The GOP Congress Just Moved To Let Big Banks And The Super Rich Screw You Over,fake
 Trump Won’t Give Sean Spicer The Boot Because ‘That Guy Gets Great Ratings’,fake
 Yale Professor Explains Exactly Why We Need To Compare Trump To Hitler,fake
 Delusional Trump Hilariously Thinks Angela Merkel Likes Him (DETAILS),fake
 Fox News Rails Against Media Coverage of Trump’s First 100 Days – Here’s How They Covered Obama’s,fake
 WATCH: Republican Heartlessly Tells A Mother That If Her Son Wants Healthcare He Should Get A Better Job,fake
 Lying Liar Reince Priebus Says Trump Is Fulfilling Pledges At ‘Breakneck Speed’ (VIDEO),fake
" Once Again, Trump Proves How INCREDIBLY Ignorant He Is About The World (DETAILS)",fake
 Sean Hannity Loses His Sh*t After Getting His Ass Handed To Him By New York Times Writers,fake
 Trump State Campaign Chair In Hot Water For Trafficking A Kid For Sex (DETAILS),fake
 Trump Makes Total Ass Of Himself While Trying To Exploit Wounded Vet Receiving Purple Heart (VIDEO),fake
 Trump Plans To Celebrate 100th Day On Office With Another YUUGE Rally No One Will Show Up For,fake
 KARMA: Wikileaks Turns On Donald Trump After Administration Threatens To Arrest Julian Assange,fake
 Trump Demotes Career State Department Official After Breitbart Questions Her Loyalty To America,fake
" Sarah Palin Faced Sexual Harassment At Fox News, But She Would Rather Protect The Network Than Say Something",fake
" Chaffetz’s Decision To Quit Means Big Trouble For Trump, And Here’s Exactly How",fake
" American Airlines Crew Hits Woman With Stroller, Challenges Passenger To Fight (VIDEO)",fake
 Yale Psychiatrists Issue DIRE Warning Of The Dangers Of Allowing Trump To Continue As POTUS (DETAILS),fake
 Neil DeGrasse Tyson Gets Uncharacteristically Political; Says Trump Is A ‘Threat To Democracy’ (VIDEO),fake
" The White House Just Tried To Pretend Trump Was WINNING, IMMEDIATELY Regrets It (DETAILS)",fake
 Trump Is Trying To Force Dems’ Hand On Border Wall Funding – Here’s Why He’ll Fail BIGLY,fake
" Hillary UNLOADS On Trump For Attacking Human Rights, Shows GOP Who SHOULD Have Been POTUS (VIDEO)",fake
 Sarah Palin And Her White Trash Friends Get TORCHED For Disrespecting Hillary Clinton’s White House Portrait,fake
 Hawaii Attorney General HUMILIATES Jeff Sessions For Whining About Judge On ‘Island In The Pacific’,fake
 Stephen Colbert SCORCHES Jeff Sessions’ Racism In One Brilliant Tweet,fake
 Trump Panics: Judging My First 100 Days In Office Is A ‘Ridiculous Standard’,fake
 Trump HUMILIATED Over Name-Drop That’s Worse Than Frederick Douglass Gaffe (TWEETS),fake
" WATCH: Trump Directs Childish Tantrum At Canada, Prime Minister Trudeau Shows Him How An Adult Acts",fake
" GOP FURIOUS As Repeal FAILS, Americans Now Prefer Obamacare Over Entire Republican Party (IMAGE)",fake
" Chaffetz Says Screw Congress, Might Leave Before His Term Is Up (DETAILS)",fake
 AG Sessions Directs Disgusting Insult At Hawaii After Hawaiian Judge Blocks Trump’s Muslim Ban,fake
" Sarah Palin, Kid Rock And Ted Nugent Visited The White House; They Were As White Trash As You’d Think",fake
 Voters Prefer America’s Most Hated Airline Over Donald Trump,fake
 Exxon Mobil Brazenly Attempts To Use Administration To Grant Russian Favors,fake
 New Research Shows Trump’s Border Wall Will Be Even MORE Worthless Than We Thought (DETAILS),fake
 Patriots White House Group Photo Sure To Infuriate Trump After Obama Comparison Surfaces,fake
" BREAKING: It’s Real, Russia Stole Our Election And Now Officials Have Definitive PROOF",fake
" Trump Takes Credit For Republican ‘Win’ In Georgia, And Gets Brutally Humiliated With Math",fake
 Trump UNRAVELS As Republicans Admit He Should Spend Less Time Playing Golf (DETAILS),fake
 YOU’RE FIRED: Fox News Is Finally Kicking Trump Pal Bill O’Reilly To The Curb And It’s About Damn Time,fake
 Sarah Palin Gets Annihilated On Twitter For Whining About Elizabeth Warren Using ‘Fight Like A Girl’ Line,fake
 BREAKING: Benghazi-Obsessed GOP Congressman Jason Chaffetz Too Scared To Run For Re-election (DETAILS),fake
" Pence On Aircraft Carrier Lie: No, It Wasn’t Strategy, We’re Just Morons",fake
 BREAKING: Explosive Russian Dossier Deemed Reliable Enough For FBI To Obtain FISA Warrant,fake
" Fox Host LOSES IT, Expertly Rips Trump’s ‘Buy American’ Policy APART (VIDEO)",fake
 BOMBSHELL: Trump Lied – His ‘Armada’ Was NOT Headed Toward North Korea At All,fake
 Man Dies In Peace After Learning Trump Had Been ‘Impeached’,fake
 Maxine Waters TORCHES Trump’s Lies And Lack Of Transparency In GLORIOUS Tweet Storm,fake
 WATCH: Donald Trump Doesn’t Seem To Know Who The Leader Of North Korea Is,fake
 CORRUPTION: Ivanka Trump Gets Trademarks From China After Meeting With Chinese President At Mar-a-Lago,fake
 Trump Just Shamed Our Country Yet AGAIN With His Latest Diplomacy Disaster (DETAILS),fake
 Trump Supreme Court Justice Neil Gorsuch Gets HUMILIATED On First Day By Another Judge,fake
 BRUTAL New Poll Shows Stunning Drop In Trump’s Numbers In Six Key Areas; Trump HUMILIATED,fake
 Neo-Nazi Sues Trump For Making Him Punch A Black Lady At A Rally (VIDEO),fake
 Two GOPers Left Looking Like Gooey Piles Of Stupid In Front Of Constituents At Town Hall (VIDEO),fake
 Trump Just Called A Fledgling Dictator To Congratulate Him On Expanding His Powers,fake
" This Congressman Has Literally Created BRUTAL ‘Illegitimacy Clock’ For Trump, And It’s Magnificent",fake
" Mike Pence Just Dropped A TERRIFYING Bombshell On North Korea, Threatens War (VIDEO)",fake
 Trump Influence CRUMBLING As His Own Supporters Share SHOCKING Resentment For Him (DETAILS),fake
 Trump Finally Found A Book He Can ‘Read’ And The Internet Can’t Stop Laughing At Him,fake
 Melania Has To Remind Trump How To Do National Anthem In Most Pathetic Moment Of WH Easter (VIDEO),fake
" Kid Asks Trump To Sign His Hat At Egg Roll, Trump Throws Hat Into Crowd (VIDEO)",fake
 China And Russia Chase US Destroyer Away After Trump’s Navy Creeps Up On North Korea,fake
 ‘Lunch Shaming’: Schools Punish Poor Kids Who Can’t Pay For Lunch With Appalling Humiliation (VIDEO),fake
 Trump Asks Advice From The Swamp He Promised To Drain – Americans Are OUTRAGED At What They Said,fake
 WATCH: Army Vet WRECKS Trump – Here’s the REAL Reason He Gave Generals More Control Over Bombing,fake
" White Supremacist Trump Ally Gets Punched While Screaming ‘Clinton Is A Rapist’, Cries Like A Baby (VIDEO)",fake
 Donald Trump Says Being President Makes Him Immune To Lawsuits As Supporter Throws Him Under The Bus,fake
 Trump Stooge Betsy DeVos Gets Her A** Handed To Her By Joe Biden For Being Soft On College Campus Sexual Assault,fake
 Trump Celebrates Easter By Bitching About Protests Demanding His Tax Returns And Gets POUNDED For It,fake
 Melissa McCarthy Just Took On Sean Spicer’s ‘Hitler Moment’ And It’s F*cking Perfect (VIDEO),fake
 WATCH: SNL BRUTALLY Mocks The Kushner/Bannon Feud In HILARIOUS Reality Show Spoof,fake
 Conservatives ADMIT They Incited Violence At Berkeley; Here’s Proof (SCREENSHOTS),fake
 Sarah Palin Gleefully Counts Bodies After MOAB Strike And Gets Ripped APART By Twitter (TWEETS),fake
" Donald Trump Jr Tweets Unintentionally Humiliating Photo, Blocks People Who Mock Him",fake
 REPORT: Trump Still Seething Like A Child Because Bannon Gets More Attention Than He Does (DETAILS),fake
 Trump Just Asked For The Public’s Opinion. A Former Obama Official Had The PERFECT Response (IMAGE),fake
 Trump Has NEVER Looked So Incompetent; His China Adviser Was Literally Found On Amazon (DETAILS),fake
 Americans Tar And Feather King Donald For Demanding Gold Carriage For Trip To England,fake
 WTF: Trump Is ALREADY Paying Himself For His 2020 Campaign (DETAILS),fake
 Trump Just Went Full Hypocrite On National Parks And He’s Getting TRASHED For It,fake
" White Grievance Princess Tomi Lahren Whines About Getting ‘Fired,’ And I Could Watch It All Day (VIDEO)",fake
" Trump Demands Queen Of Britain Pick Him Up In Gold-Plated Carriage, Organize Parade During Visit",fake
 Local Fox Affiliate Just Gave Fox News A GIANT Middle Finger Over Their Biased News,fake
 Librarians Just HUMILIATED Ivanka Trump For Blatant Hypocrisy And It Was Beautiful,fake
" BREAKING: Trump Is Playing With Fire, And He Just Brought Us One Step Closer To Nuclear War",fake
 China Warns Trump: Provoke North Korea And ‘Pay The Price’,fake
" Jake Tapper STUNNED By Trump’s Stupidity, SHREDS His Denial Of Global Warming (VIDEO)",fake
 Democrats Just CRUSHED A Bunch Of Republicans In Illinois Because Of Backlash Against Trump,fake
 Trump HUMILIATED As China Roasts Him For Being An ‘Ignorant Child’ (DETAILS),fake
 Agency Targets Trump In First Ever Protest From Space: ‘LOOK AT THAT YOU SON OF A BITCH’ (VIDEO),fake
 Anti-Defamation League LITERALLY Schools Sean Spicer; Offers To Be His Tutor On Holocaust (LETTER),fake
 Amazon Facing Mounting Pressure To Stop Funding Hate By Advertising On Breitbart (DETAILS),fake
" Here’s How Trump Is Going To F*CK Us Into WWIII, And It Doesn’t Actually Start In The Middle East",fake
 Democrats Demand Jared Kushner Be Stripped Of Security Clearance,fake
" This Guy Predicted Trump’s Win, And What He Has To Say Now Should TERRIFY Republicans",fake
 Australia’s Ex-Foreign Minister Responds To Trump’s Failing Presidency; America Should Listen (VIDEO),fake
 Trump Administration In FREE FALL After ‘Concrete Evidence’ Linking Trump To Russia Emerges (DETAILS),fake
" GOP Pundit Compared Trump’s Healthcare Disaster To Martin Luther King, Jr.; He Quickly Regretted It (VIDEO)",fake
 Is Nothing Sacred? Ivanka Trump’s Passover Family Photo Has Been Exposed As A Fake,fake
 ‘It’s Bullcrap:’ GOP Rep Claims Taxpayers Don’t Pay His Salary (VIDEO),fake
 GOP Rep Gets RIPPED APART After Saying Sean Spicer Was Right About Hitler,fake
 Bernie Sanders: Trump’s Dreams Of A Second Term Will Go Up In Smoke,fake
 WATCH: Reporter Calls Kellyanne Conway And Her Lies ‘The Darkness’ – Her Reply Is INSANELY Ironic,fake
 Republican Compares Lincoln To Hitler; This Time It Wasn’t Sean Spicer,fake
 WATCH: Trump’s Attorney Flat-Out ADMITS Trump Admin Just Too Intellectually Lazy To Study Facts,fake
 Trump Campaign Manager Registering As Foreign Agent After Lobbying For Russian Interests,fake
 Trump Surrogate: Carter Page Being A Russian Agent Isn’t Evidence Of ‘Collusion’ (VIDEO),fake
 Trump Attacks James Comey For Not Jailing Clinton: ‘She Was Guilty Of Every Charge’ (VIDEO),fake
 Trump Brags About The ‘Beautiful Chocolate Cake’ He Was Eating When He Attacked Syria (VIDEO),fake
" FBI Releases DAMNING Information About Russian Collusion, Trump TERRIFIED",fake
 New York Daily News Cover SAVAGES White House For Spicer’s Hitler Gaffe (IMAGE),fake
 Chelsea Clinton Has A Little Advice For Sean Spicer After He Defends Hitler,fake
 New Trump Comments Confirm That Bannon Could Be On His Way OUT (DETAILS),fake
