title,label
Russia reveals chilling first images of super-nuke ‘Satan 2’ which has ‘power to devastate area size of Texas’,FAKE
Obamacare on the line at SCOTUS,REAL
Asda shoppers ‘just generally angry’,FAKE
Obama to propose ending sequester,REAL
More Bang for the Buck | New Eastern Outlook,FAKE
Ben Shapiro Destroys John Oliver On Abortion And Trump | Daily Wire,FAKE
Sanders says he's backing DNC chair's primary opponent,REAL
Trump doubles down in naming a combative true believer as campaign chief,REAL
A monumental test for Boehner,REAL
"Comment on Why We’re All Deficient In Magnesium, The Many Signs & What To Do by Ain’t No Sunshine: Seasonal SADness and Magnesium | Activation Health",FAKE
"CNBC: TRUMP WILL WIN THE ELECTION AND IS MORE POPULAR THAN OBAMA IN 2008, AI SYSTEM FINDS",FAKE
BECK: COMEY LETTER ‘ONE OF THE MOST IRRESPONSIBLE THINGS TO EVER HAPPEN’,FAKE
Sanders campaign sues DNC after database breach,REAL
Russian warships ready to strike terrorists near Aleppo,FAKE
Time does nothing,FAKE
Podesta Goes Crazy Live On CNN Over New FBI Hillary Investigation,FAKE
"Kim Davis Could Pay As Much As $225,000 In Legal Costs For Her Publicity Stunt",FAKE
Rapper invited to meet with Obama on youth initiative has ankle monitor go off during meeting,FAKE
German Panzers to Rumble Once More Along Russian Borders,FAKE
Black Female Attorney Demolishes anti-Trump White TV Anchors,FAKE
Scientists believe they have found ET,FAKE
Pundits and presidents complain about polarization. But it may be the sign of a healthy democracy.,REAL
Obama again delays Afghanistan troop drawdown,REAL
US Government and the Clinton female: Come to the Psychiatrist's Couch,FAKE
Hacker Guccifer 2.0 Issues Dire Warning to Americans : Democrats May Try and HACK the Election – TruthFeed,FAKE
"Boulder bash: Trump may rip Carson, but the pressure is on Jeb",REAL
Echoes of Charlie Hebdo in attack on Texas Muhammad cartoon event (+video),REAL
One of this election's bright spots: early voting,REAL
Battle over Obama immigration actions lands before Supreme Court,REAL
10 Ways Russia is Preparing For World War 3,FAKE
Race to replace Boehner expected to be another leadership vs. conservative caucus showdown,REAL
Takeaways from the GOP town hall,REAL
Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll,FAKE
Hillary Spent $25 Million from Clinton Foundation on Private Jets,FAKE
"From Pauper to A-List Princess, Anna Kendrick Reveals She Was Once 'Too Poor' To Buy Shoes for Oscars",FAKE
Trump’s sweep is another humiliating defeat for media and political elites,REAL
Levers of Power: Flushing the Vote Down the Memory Hole,FAKE
2016ers hail release of U.S. prisoners held by Iran as Republicans slam Obama policy,REAL
Is Sanders 2016 Becoming Nader 2000?,REAL
"The Perfect State Index: If Iowa, N.H. Are Too White To Go First, Then Who?",REAL
Poll Finds Americans' Support For Police Highest In Nearly 50 Years,FAKE
FBI Director Comey Sent Letter To Staff All But Admitting He Botched The Email Announcement,FAKE
Super PACs Escalate Air War Ahead of Iowa Caucuses,REAL
Self-proclaimed “genius” reaches new highs in stupidity: Trump puts his incompetence on full display,REAL
Journalist facing 45 years in jail for filming the tar sands pipeline protest in North Dakota,FAKE
Trump’s Campaign Is Damaging His Brand,REAL
ISIS Extremist Who Beheaded Prisoners Is Identified As Man From London,REAL
"Millennials ‘Search for Truth’ on Election but Distrust Media, Intelligence Firm Reports",FAKE
Assassination attempt at Reno Trump rally?,FAKE
Iran's Supreme Leader Slams Republican Letter On Nuke Deal,REAL
"Pence, after Trump, denounces Clinton calling supporters ‘deplorables,’ says disrespectful",REAL
"Clinton, back in the Benghazi hot seat, withstands Republicans’ grilling",REAL
What's Marco Rubio's strategy against Donald Trump?,REAL
Paris: Riot Police Flatten Invader Camp,FAKE
Connect Series Webinar Oct 2016 | Financial Markets,FAKE
What Keeps the F-35 Alive,FAKE
AMERICAN EVIL,FAKE
Fiorina: Breakout debate performance has sparked 'uptick' in financial support,REAL
Waco biker gang shootout kills 9 outside Twin Peaks,REAL
"AT&T Buying Time Warner: If Approved, Assures Greater Scoundrel Media Consolidation Than Already",FAKE
Turnout is name of the game in Iowa caucuses,REAL
BREAKING: Trump Voters in Critical Swing State FURIOUS as Machines SWITCH Votes to HILLARY | Top Right News,FAKE
CPAC Conservatives Skeptical Of Another Bush,REAL
Israeli Minister sparks Scandal after showing Satisfaction for Italy's Earthquakes,FAKE
Sanders signals the end is near,REAL
Donald Trump could 'shoot somebody and not lose voters',REAL
Democratic primaries: Clinton claims nomination victory,REAL
First take: A great jobs report for investors,REAL
Donald Trump's Super Pac backers worry candidate's errors are piling up,REAL
Did you know that cinnamon can boost intelligence?,FAKE
Assange Points Out Hillary’s Emails Confirm Oligarchic Control,FAKE
Trump’s tragic victory lap,REAL
Astronomers Think They Have Just Discovered Messages Sent From Aliens,FAKE
"When Dad’s Kind Birthday Gift For Ex-Wife Has His Friends Puzzled, He Explains Who It’s Really For",FAKE
"Trump protests intensify, as doubts swirl about spontaneity",REAL
The big problem Obama's free community college plan ignores,REAL
Millennials and Gen X worried retirement years won't be so golden,REAL
"UK Prepares For War, Sends Tanks & Soldiers To Russia’s Border",FAKE
Initial prognosis poor for Obama’s immigration program at Supreme Court,REAL
AG Lynch Told Comey,FAKE
VIDEO : Epic Loser Weiner Says He Downloaded ALL OF HUMA’S EMAILS By “ACCIDENT” – TruthFeed,FAKE
Rick Rule: Broadcast Interview – Available Now,FAKE
"Bankrupt Hanjin breaks stalemate, vessels begin cargo unload",FAKE
"Gold prices grow by $60 as Trump wins, US dollar trashed",FAKE
California National Guard Members won’t have to Pay Back Bonuses,FAKE
Nation Elects First Black-Hearted President - The Onion - America's Finest News Source,FAKE
"Here’s PROOF The Gold Price is Based On Cost, Not Supply and Demand",FAKE
Why I’m Suing Vanderbilt University,FAKE
"Obama, muted on human rights, lifts arms embargo on Vietnam",REAL
Trump supporters a ‘basket of deplorables.' Is this Clinton's '47 percent' moment? (+video),REAL
Democratic decay,FAKE
Comment on Election 2016: Playing a Game of Chicken With Nuclear Strategy by pretzelattack,FAKE
Snowden’s former employer hires ex-FBI director to review security after 2nd data breach,FAKE
"Report on hiring, quits brightens labor market picture",REAL
"Reuters-Ipsos Poll: Trump, Bush in Virtual Dead Heat",REAL
House Negotiators Nearing Deal to Curb NSA Data Collection Powers,REAL
"Huma may have violated ‘legal obligation’ regarding classified info, FOIA request shows",FAKE
Someone Just Donated $2.5 Million to Bail Out Everyone Arrested at Standing Rock,FAKE
What Does Washington ‘Plan B’ in Syria Really Mean? | The Vineyard of the Saker,FAKE
"McConnell, after his no-shutdowns pledge, quickly finds himself boxed in",REAL
Russell Brand’s Back on ‘The Trews’ and He’s Got Quite a Bit to Say About the U.S. Elections (Video),FAKE
UFO over the East Valley here in AZ last night.,FAKE
Putin: Russia Is Not Going To Attack Anyone,FAKE
How to Tell Debt Facts From Political Hype,REAL
Trump on Twitter: Hillary is 'Brainwashed',REAL
Poll: Most disapprove of Obama handling of ISIS,REAL
The Trump – Epstein Rape Lawsuit,FAKE
White House hits 'AWOL' Congress for shirking AUMF,REAL
Hillary Clinton To Announce Presidential Bid On Sunday,REAL
Social Justice Warriors Vow to Call the Police on People Wearing “Offensive” Halloween Costumes,FAKE
Senate passes NCLB replacement: Will shift to states help or hurt students? (+video),REAL
Senate panel votes Tuesday on Iran bill that gives Congress say on nuclear deal,REAL
"Dems Try to Slander Comey After He Re-Opens Hillary Investigation, Then THIS VIDEO Surfaces",FAKE
"Black Turnout Soft in Early Voting, Boding Ill for Hillary Clinton",FAKE
Top Black Lives Matter Activist: ‘We Will Incite Riots Everywhere if Trump Wins’,FAKE
Taliban claims responsibility for fatal attack on Americans in Kabul,REAL
"Bomb maker linked to Paris attack died in Brussels airport bombing, sources tell",REAL
Republicans discussed possibility of brokered convention,REAL
DC Leaks Exposes Soros Plan to ‘Counter Russian Foreign Policy and Subvert Traditional Russian Values’,FAKE
"Saudi ambassador to the UAE: Any contact with Iran, Iraq, Syria, and Lebanon should be checked",FAKE
Huma Abedin’s Muslim Dad,FAKE
"John Pilger: Inside The Invisible Government: War, Propaganda, Clinton And Trump",FAKE
New emails under review in Clinton case emerged from Weiner probe,REAL
"Modi effect: Facebook to abolish fake troll accounts, users can transfer content till 31st Dec",FAKE
"As Iran talks intensify, Boehner and Netanyahu warn against deal",REAL
Joel Skousen on Scenario World War 3 NWO 2016 Is Coming,FAKE
"Hillary Won More Votes, Lost The Election",FAKE
"Feds: 275,000 born to illegals in 1 year",FAKE
Iran nuclear agreement: Is a 'better deal' possible – and at what cost? (+video),REAL
Income Inequality Is a Problem—When Caused by Government Meddling,REAL
Sen. Rand Paul Announces 2016 Presidential Run,REAL
ObamaCare 2015: Harvard faculty outraged over health care hikes,REAL
When the River Ran Red,FAKE
'Selma' sets off new fight over Martin Luther King's contested legacy,REAL
"In Kenyan town where students were massacred, 'it's not safe'",REAL
"“He’s filling the government with Muslims”: Hanging out with Ted Cruz, Mike Huckabee and Rand Paul inside New Hampshire’s wacky GOP 2016 cattle call",REAL
Lucifer's Banker: Bradley Birkenfeld on Corporate Crime in America,FAKE
The U.S. government’s predatory-lending program,REAL
Trump Reaches Out to Blacks; Blacks Riot in Philadelphia,FAKE
There is no nationwide crime wave (and police killings are not up),REAL
Can’t quit Mitt: Friends say Romney feels nudge to consider a 2016 presidential run,REAL
Trump sees Biden the same as Hillary,REAL
Now what? Where the Democratic candidates go from here.,REAL
"What If Consciousness Is a State of Matter, Just Like a Solid, a Liquid or a Gas?",FAKE
"While You Were Watching the World Series Some Very, Very Big News Broke",FAKE
Jonah Goldberg: Hillary's Iowa 'win' is a big loss for Democrats,REAL
House passes alternate abortion measure,REAL
TOO MANY MILLENNIALS ARE COOL WITH COMMUNISM,FAKE
Trump Won’t Mention That Bush & Cheney Deleted 22 Million Emails,FAKE
Poll: Hillary Clinton ahead in 5 potential match-ups - Politics.com,REAL
Just In Case: Preparing for the Evening and Day After Election 2016,FAKE
"The David Duke Show: The State of the Campaign, the Synagogue of Satan",FAKE
"Iraqis think the U.S. is in cahoots with the Islamic State, and it is hurting the war",REAL
The Working Class Won The Election — Paul Craig Roberts,FAKE
What Does It Take to Survive Where You Live?,FAKE
Homeschool Families Targeted In District’s ‘Operation Round Up’,FAKE
New Report Finds Voters Have No Idea How Outraged They Supposed To Be About Anything Anymore - The Onion - America's Finest News Source,FAKE
"Republican National Convention: Speakers, including wife Melania, testify to Donald Trump’s readiness to be president; others savage Clinton",REAL
Romney exit widens establishment lane for Bush,REAL
Panicky Hillary starts shouting,REAL
Lara Trump Implies FBI Letter Politically Motivated – ‘My Father-In-Law Forced Their Hand’ (AUDIO),FAKE
The Collectivist Election,REAL
Ben Carson slams reporters over questions about his past,REAL
"Martha MacCallum: It's Donald Trump's moment. And this is how we got here, America",REAL
The Biggest Secret: How Reptilian-Human Hybrids Run Our World,FAKE
"If You Live HERE, Forget Christmas Lights – They’ve Been BANNED to Avoid “Offending Refugees”",FAKE
Fact Check: Did Hillary Clinton Introduce A New Approach To Early Education?,REAL
Mark Ruffalo Reportedly Placed on U.S. Terrorist Watch List,FAKE
Australian Site Could Rival Stonehenge As World’s Oldest Observatory,FAKE
American democracy is doomed,REAL
Comey’s Blindside: You’re Just a Cop,FAKE
False Flag Attack Coming in Syria as Americans Sleepwalk Into World War III - Isaac Davis,FAKE
"Obama Hosts ‘Dreamers,’ Vows to Block Any Rollback of Immigration Actions",REAL
Did Bernie Sanders seal deal for Clinton?,REAL
This is only the beginning: Nate Silver explains how Donald Trump has “hacked the system” and created a roadmap for future political con men,REAL
Kenyan marathon runner Rita Jeptoo banned 2 more years for doping,FAKE
DISGUSTING Evolution Of Political Correctness From 200 To 2016,FAKE
Are you taking your iodine?,FAKE
Mexico’s top diplomat calls Trump’s policies ‘ignorant and racist’,REAL
Iran Nuclear Talks Go To The Wire With 50-50 Chance of Success,REAL
Eric Trump ‘Charity’ Spent $880K at Family-Owned Golf Resorts,REAL
Overdue change in overtime pay: Our view,REAL
This Man Is the Most Dangerous Political Operative in America,REAL
PressTV-Russia cancels request to fuel ships in Spain,FAKE
EXCLUSIVE: Kentucky Clerk: 'This is a fight worth fighting',REAL
Donnie’s little lies are yuuuge: Trump has redefined what it means to be deceitful on the campaign trail,REAL
"Day after debate, Clinton gloats and Trump fumes",REAL
CAN IT GET MORE CORRUPT? Bill That Bans Naming Officers Involved in Shootings Goes to Pennsylvania Governor,FAKE
Breaking: We Have Proof That Hillary Clinton Rigged Half the Voting Machines In America!,FAKE
Cruz Touts Himself as Only Viable Conservative in Race | RealClearPolitics,REAL
What if the minimum wage increase is a fraud?,REAL
Mike Pence enabled Donald Trump. Stop saying he’d make a good president.,REAL
Russia’s patrol ship Yaroslav Mudry arrives in Cuba on visit,FAKE
Bernie's California endgame,REAL
"Rwanda & The Philippines rate better than UK for gender equality, study shows",FAKE
"'Charlie' draws historic crowd, world leaders to Paris",REAL
Ted Cruz Drops Out Of The 2016 Presidential Race,REAL
Planned Parenthood gets over $500 million annually in public funds. Here's where it goes.,REAL
Chicago court to hear 'natural-born' case to knock Ted Cruz off ballot,REAL
NYDN Calls Out 'Traitor' Senate Republicans,REAL
"As Sanders refuses to bow out, Millennials urge him to keep fighting",REAL
"Supreme Court races the clock on gay marriage, Obamacare and more",REAL
Gloves off for top tier in GOP race after debate,REAL
Trump’s Camp Manager DESTROYS Hillary By Pointing Out 1 Thing We All Missed,FAKE
EU using taxpayer money to give Muslim invaders in Turkey free debit cards and cash transfers to keep them out of Europe,FAKE
Carly Fiorina is more dangerous than Donald Trump: Her brazen demagoguery puts his to shame,REAL
What's in Donald Trump's tax returns?,REAL
Time Is Running Out for Bernie Sanders,REAL
Chips ‘do not need to be cooked three times’,FAKE
Protests Continue as Donald Trump Gears Up for the White House,REAL
Ted Cruz Says He Can Woo Donald Trump's Supporters,REAL
First 'Charlie Hebdo' issue since attack sells out,REAL
"Netanyahu blasts ‘very, very bad’ Iran nuclear agreement",REAL
GOP avoids showdown over EPA climate change rules,REAL
"Liberal MSNBC’s Chris Matthews Makes Unbelievable Speech, MUST WATCH!",FAKE
"FOX News Poll: Trump gains, Carson slips, Cruz and Rubio climb in GOP race",REAL
Has Hillary Clinton Outstayed Her Welcome?,REAL
Republicans blast Kerry for suggesting Iran could skirt new visa rules,REAL
The Walter Scott outrage nobody is talking about,REAL
Hillary Clinton celebrates her birthday on Spanish TV show and spins her eyes for our entertainment... | Opinion - Conservative,FAKE
What's the Answer to Political Polarization in the U.S.?,REAL
"Clinton, FBIGate and the true depth of the ObamaGeddon",FAKE
Democratic debate: 5 takeaways - Politics.com,REAL
How Soon Before We Become Venezuela?,FAKE
France launches fierce assault on ISIS targets in Syria,REAL
Speaker At Trump Rally Says He Hopes Hillary Clinton Dies In A Fiery Car Crash (VIDEO),FAKE
Huckabee: Resisting the Supreme Court on gay marriage?,REAL
Trump Announces Massive Expansion Plans For NASA,FAKE
Shocking! Scientists Reveal The Universe Could Delete Itself At Any Moment!,FAKE
Another Brian Williams Story Comes Into Question,REAL
Why Hillary Clinton is unlikely to be indicted over her private email server,REAL
"As Hillary Clinton heads to Iowa, 5 questions she'll face",REAL
On The Fault Lines of Change: Globalization-v-Localization,FAKE
Trump: A people’s ‘new world order’ taking shape?,FAKE
State Department says Netanyahu twisted Kerry's words in speech to Congress,REAL
Are you shitting me !! A dindu flavor 24 - 'Jack Bauer??,FAKE
"'It's getting harder every day,' Rubio says of possible Trump support",REAL
Iranian Military Commander Claims Rogue Nation Sending Elite Fighter’s to Infiltrate the US and Europe,FAKE
There’s an infection hospitals can nearly always prevent. Why don’t they?,REAL
Donald Trump says he has no questions about Marco Rubio's eligibility to be president,REAL
Amazing baby! 4-year-old Bella from Moscow easily speaks 7 languages,FAKE
"News: Major Headache: The Blue Angels Got Trapped Inside A Costco, And No One Knows How To Get Them Back Outside",FAKE
The controversial test that's poised to replace the Pap smear,REAL
Hillary is Sick & Tired of Suffering from Weiner Backup,FAKE
Philadelphia To Host 2016 Democratic National Convention,REAL
10 tips to improve your life #117,FAKE
England players controversially allowed to wear three lions,FAKE
Anti-Hillary Ad is so Powerful She’s SUING to Get it Taken Down – WATCH Before It’s Too Late!,FAKE
Meet Hillary Clinton's Potential Vice Presidents In 100 Words,REAL
"The media chooses our president (Hillary), because we're a nation of morons.",FAKE
A Martian Looks at Election Day,FAKE
Talk Nation Radio: James Marc Leas on Canceling the F-35,FAKE
Vladimir Putin – Straight From The Horse’s Mouth,FAKE
Partisan voters treat politics and elections like a competitive sports rivalry.,REAL
Chinese political dissidents are having their organs cut from their bodies for 'transplant tourists',FAKE
Michelle Obama Promotes Lewd Rappers,FAKE
"Fearing Election Day Trouble, Some US Schools Cancel Classes",FAKE
"State that fired pastor demands his sermons, notes",FAKE
Clinton’s Email Narrative Just Fell Apart,FAKE
"EPA unveils comprehensive water regs, critics decry 'power grab'",REAL
2015: It's time to fire the IRS,REAL
Re: Don’t worry about Hillary: BuzzFeed confirms she remained totally super awesome while under siege,FAKE
Sparks Fly Between Clinton And Sanders At Flint Debate,REAL
Cast Your Vote: Whose Foreign Policy Position Do You Prefer?,FAKE
Freedom Rider: Dump the Democrats for Good,FAKE
Starnes: Donald Trump is not a conservative,REAL
Obama on future of terror after bin Laden raid,REAL
"HILLARY WILL LAND IN PRISON, NOT THE OVAL OFFICE",FAKE
Chelsea Clinton Hired Eric Braverman As CEO Of The Clinton Foundation To Clean House. Now It Is Being Said He Is Asking For Asylum In Russia.,FAKE
UN failed to organize evacuation of civilians from rebel-held Aleppo – Russian envoy,FAKE
Awakening from the Living Dream,FAKE
"Trump, in series of scathing personal attacks, questions Clinton’s mental health",REAL
Solar Winds Spur Geomagnetic Storm That May Affect Power,FAKE
"Yemen's president, cabinet resign amid rebel standoff",REAL
Hillary Torches the Bern in NY Blowout,REAL
Trump’s unraveling Republican Party: How we reached this point,REAL
ObamaCare's future: 11 ways the health care law could be dismantled in 2015,REAL
CBD-Infused Cannabis Milk Soothes Anxiety And Is Hitting Stores Soon,FAKE
Motive elusive in deadly San Bernardino rampage as FBI takes over probe,REAL
Orrin Hatch explains friendship with Muhammad Ali,REAL
What Is Operation Bluebeam? Will It Derail the Election?,FAKE
MSNBC Makes Huge Mistake After Trying To Catch Black Family Calling Trump Racist,FAKE
Freedom Center Urges College Presidents to End Aid to Campus Supporters of Terror,FAKE
Could Trump switch gears? The line of attack against Hillary that could hurt her path to the White House,REAL
How Republicans saved Hillary Clinton. Again.,REAL
The best evidence yet that Republicans won't do anything on immigration in 2015,REAL
Axelrod: Can Ailes tame Trump?,REAL
How Hillary Clinton’s presidential campaign machine will kick into gear,REAL
Comment on 500 Year Old Map Was Discovered That Shatters The “Official” History Of The Planet by 500 Year Old Map Discovered Shatters The Official History Of The Human Race,FAKE
Why are celebs staying silent about politics? Esquire editor answers own question by naming and shaming,FAKE
YOUTUBE BANS ‘CLINTON’S BLACK SON’,FAKE
French Jews urged to rally over UNESCO resolutions,FAKE
"Iranian troops prepare to aid Russia with Syrian ground assault, officials say",REAL
Comment on NOT GUILTY: Oregon Standoff Leaders Acquitted for Malheur Wildlife Refuge Takeover by Richard Johnson,FAKE
US lifts Vietnam arms embargo in move to counter China,REAL
How The Elites Are Using “Divide And Rule” To Control Us,FAKE
John Boehner says House Republicans have a difference in ‘tactics.’ That’s not entirely true.,REAL
"Could RNC delegates be bought? Legally, maybe",REAL
Exploding E-Cigarette Engulfs Man in Flames on CCTV Footage,FAKE
Mike Pence won the debate by throwing Donald Trump under the bus,REAL
Bush Admin Just Got Involved In FBI’s Probe Into Clinton’s Emails And It’s Game Changing (IMAGE) – New Century Times,FAKE
Obama should act with restraint on court: Jonathan Turley,REAL
AP Interview: Santorum Undecided About 2016 Bid,REAL
House GOP obsessed with Boehner's future,REAL
"The Oil-Gas War Over Syria, in Maps",FAKE
"Trump, Bush, Fiorina: Three questions, three answers at second GOP debate",REAL
Senate votes to block 'sanctuary cities' bill after tense debate on floor,REAL
Comment on Congress: Attorney General Lynch ‘Pleads Fifth’ on Secret Iran ‘Ransom’ Payments by marlene,FAKE
Angry right’s secret playbook: How it uses a good story to peddle an agenda America hates,REAL
The Retirement Nightmare: “There Will Be Life Altering Ramifications For Those Who Can’t Or Won’t Adapt To New Realities”,FAKE
"After S.C. police shooting, a radically different response (+video)",REAL
The Danger of Germany’s Current Account Surpluses,FAKE
Gary Johnson picks up his first congressional backer,REAL
UK Doctors Create List of Procedures You Don’t Need,FAKE
"For Trump, turning this around won't be easy",REAL
Senate Blocks Bill To End Government Collection Of Phone Records,REAL
New tensions erupt between the White House and Netanyahu,REAL
Supreme Court divided on Obama's immigration actions,REAL
The Freakout From An Obamacare Ruling Could Be Unlike Anything We've Seen,REAL
Why Trump may be winning the war on ‘political correctness’,REAL
Trump Promises ‘New Deal for Black America’,FAKE
House Republicans say IRS should blame itself for rough tax season,REAL
5 worst right-wing moments of the week — Palin & Trump declare war on Bill O’Reilly,REAL
Clinton campaign stiff-arms reporter in coverage pool,REAL
Donald Trump: 'I'm not flip-flopping' on immigration,REAL
Donald Trump throws a grand old party,REAL
New York election results: 5 takeaways,REAL
How To Lower Blood Pressure Naturally,FAKE
Why Debbie Wasserman Schultz failed,REAL
"Trump Caught Again, Ripping Off Kids Charity This time",FAKE
Florida Republicans Voting for Hillary Clinton · Guardian Liberty Voice,FAKE
The Trump data card: Key to winning the White House,REAL
Huge 'Hillary For Prison' Sign at World Series Game,FAKE
David Duke Slams the NFL and Black Lives Matter in Monday NIght Football Game Senate Campaign Ads –NFL Bosses cringe.,FAKE
Hillary’s leftward sprint cheers Dems,REAL
Donald Trump leads an insane white cult — and Pat Buchanan just explained how it works,REAL
"The biggest thing Iran deal critics get wrong, in one paragraph",REAL
How A 2007 Debate Gaffe Paved The Way For A Deal That Will Define Obama's Legacy,REAL
Russian Passenger Plane Crashes In Sinai With 224 Aboard,REAL
"“When You Speak Up for the MOVE 9, You Speak Up for Yourself”",FAKE
Cheese shortage due to enlarged moon. More soon.,FAKE
"NATO Sends A Message To Russia, This Is Horrifying",FAKE
"Regardless of who wins the confirmation battle, the big loser is the Supreme Court",REAL
U.S. Behind Huge Weapons Shipments To Saudi Arabia Prior to Yemen Funeral Attack,FAKE
The Battleship Debate,FAKE
Texas Bill To Add Barriers To Gay Marriage Dies In House,REAL
Arise President Trump (or Why it's not the End of the World as We Know it),FAKE
"Suspect in 4 gruesome D.C. killings might not have acted alone, police say",REAL
Fed lowers economic outlook but stays mum on rate plans,REAL
Satellite Images Show 'Catastrophic' Destruction Of Boko Haram Attack In Nigeria,REAL
May Day's meaning: How it unfolded in Seattle,REAL
Comment on Democratic Party operative Bob Beckel calls for assassinating WikiLeaks’ Julian Assange by truckjunkie,FAKE
Will an Anti-Trump Color Revolution engulf the US?,FAKE
"Liberal media mocks Republican presidential candidates with ""clown car"" diss",REAL
State Department challenges Clinton claim that emails to officials ‘immediately’ saved,REAL
NewsThump declared an Enemy of the People,FAKE
NATO acknowledges Russia Moving Nuclear Missiles To Kaliningrad,FAKE
"ISIS claims credit for terror attacks at Brussels airport, Metro station",REAL
Orlando Attack Just Added More Fuel to Divisive Politics,REAL
I Envy You,FAKE
"Obama Addresses Vaccinations, Other Issues In NBC Interview",REAL
Scientists Say Universe Is Part Of 4th Dimension Born From Black Hole,FAKE
Hillary Clinton Raised $45 Million In Latest Quarter,REAL
State Department spokeswoman floats jobs as answer to ISIS,REAL
GOP's nightmare: An Independent Donald Trump,REAL
ISIS applies chlorine in Aleppo,FAKE
Ted Cruz: Protester would get spanking at my house,REAL
#muschniwogdowis of the day: business as usual.,FAKE
Boehner's preparing to sue Obama again — over immigration,REAL
Republican Lawmaker Secretly Recorded Fantasizing To Gun Group About Shooting Hillary (AUDIO),FAKE
Questions Re Kim DotCom and Wikileaks,FAKE
The Democratic Party Got Crushed During The Obama Presidency. Here's Why,REAL
TRANSPARENCY! Report: Loretta Lynch won’t tell Congress who approved $1.7 billion cash transfer to Iran,FAKE
1 in 5 Americans say Hillary Clinton is “dishonest” or a “liar.” Here’s why that’s a big problem.,REAL
Internationally-backed Libyan forces attack Daesh positions in Sirte,FAKE
Putin’s Pro-Trump Online Trolls Just Spilled The Beans To Samantha Bee,FAKE
"In Common Core, a larger battle over the size of government",REAL
Here comes the opposition book: Clinton and her allies prepare for Trump,REAL
Venezuela Throws In The Towel On Hyperinflation: Will Print 200x Higher-Denominated Bills,FAKE
Clinton allies urge campaign to torch Trump,REAL
"Sanders, Republican governors eye comeback in New Hampshire primary",REAL
Series of powerful earthquakes including 6.0 magnitude strikes central Italy,FAKE
"Justices agree to hear dispute over union fees, reapportionment",REAL
"Trump in Vegas, Phoenix: Illegals 'Wreaking Havoc on Our Population'",REAL
"Behind The Shortage Of Special Ed Teachers: Long Hours, Crushing Paperwork",REAL
"Our meeting with Mark Zuckerberg: Conservatives need Facebook, and it needs us",REAL
Mike Huckabee: Gay People 'Can Be My Friends',REAL
Hillary Is 70 Days Away From Controlling All Food and Water,FAKE
"Obama at Prayer Event: Christians did terrible things, too",REAL
"For Trump, a new ‘rigged’ system: The election itself",REAL
Comment on Sweden on the brink? Police force pushed to breaking point by violence amid migrant influx by Paul Blake,FAKE
Mainstream Presidential Polls Fuel Illusion That Voters Are Stuck With Only Two Choices,FAKE
Bush's 2016 remarks kick other potential GOP candidates into higher gears,REAL
"Why ISIS's reign of fear has worked, and how it can be countered",REAL
Deepwater Horizon Continues to Impact Public Health,FAKE
French Politician Blames UK Welfare System For Calais Jungle Crisis,FAKE
Syrian Refugee in Germany Gets $390K in Annual Benefits. And It's Because of Who He Takes Care Of,FAKE
Russia launches naval bombardment of targets in Syria,REAL
TRUMP BOMBSHELL! — I’m reopening 9/11 Investigation,FAKE
Brian Cloughley: “The Greatest Achievement of Mr. Trump would be Engage in Positive Discussions with Russia and China”,FAKE
Man punctuates high-speed chase with stop at In-N-Out Burger drive-thru,FAKE
The right turns on Paul Ryan: Yesterday’s conservative savior is today’s moderate wimp,REAL
"First Brexit, Now Trump … What’s Next?",FAKE
Hillary Clinton Keeps It Safe With Tim Kaine as VP Pick,REAL
Security Expert: My Fear is That More Churches Will be Targeted,REAL
Europe Mounts Historic Challenge to Google’s Domination of Tech Services,FAKE
Statistical Tie: Latest Breitbart/Gravis Poll Shows Donald Trump Closes the Gap with Less Than Two Weeks Left,FAKE
MSNBC’s year of standing up straight,REAL
The Libertarian Moment Is So Over That Libertarians Are Now The Single Largest Group: Gallup,REAL
March 15 Exit Poll Results: The Polarization of Primary Electorates,REAL
Reuters Poll: Most Voters Don't Think Bill Clinton Big Factor in Election,REAL
Hillary Clinton FREAKED OUT Her Entire Campaign With This ONE MOVE,FAKE
"Shame to waste Corbyn on a snap election, says May",FAKE
A Coup Taking Place in the United States,FAKE
"Super Tuesday prizes: Candidates in fierce fight for Texas, other delegate goldmines",REAL
How Obama Abandoned Democracy in Iraq,REAL
Obama gets away with some whoppers on guns at town hall event,REAL
Doubts Rise Over Report Freddie Gray Injured Himself,REAL
Public Support for the Euro,FAKE
"Prof: Canoes reek of genocide, white privilege",FAKE
"US-led Coalition Killed 300 Civilians in just 11 Air Strikes in Syria, Amnesty International Report Finds",FAKE
Time: Investigating Hillary is an Attack on All Women,FAKE
State Department OK'd most Bill Clinton speech requests within days,REAL
Obamacare Architect on Rising Premiums: It’s Not a Big Increase,FAKE
No profit left behind,REAL
Hidden in plain sight – The global depopulation agenda,FAKE
JUST IN: Trump Camp Caught On Cam Bragging Of “Voter Suppression” Against Women & Blacks (VIDEO),FAKE
Think Facebook isn't political? Think again | Nellie Bowles,REAL
"Here’s how a wealthy Trump supporter could give $783,400 to support his campaign and the RNC",REAL
"Go Ahead, Throw Your Vote Away",REAL
America Is Better Without Borders,FAKE
RNC Chair urges against changing convention rules before Cleveland,REAL
